conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6c39ec1-7da2-46dc-9cec-2f7204066cf3,skill/competence,transversal,rozumieć język irlandzki w mowie,released,,Rozumieć mówiony język irlandzki.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,język irlandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b7385197-5481-4b91-9628-56dadb648f69,skill/competence,transversal,rozumieć język gudźarati w mowie,released,rozumieć język gudżarati w mowie,Rozumieć mówiony język gudźarati.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudżarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b895feef-e869-48ac-a853-6c31a636721f,skill/competence,transversal,rozumieć język jawajski w mowie,released,,Rozumieć mówiony język jawajski.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,jawajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba002311-da5a-4795-933b-1c7d1f0f2f25,skill/competence,transversal,rozumieć język kazachski w mowie,released,,Rozumieć mówiony język kazachski.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazachski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba98bef0-9c49-478f-b9db-14a4189d7c76,skill/competence,transversal,rozumieć sanskryt w piśmie,released,,Czytać i rozumieć teksty pisane w sanskrycie.,http://data.europa.eu/esco/skill/45289df8-d02d-4f08-9802-2c7deae944ad,sanskryt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad8da46-ec16-48da-b717-e9b9616e3c91,skill/competence,transversal,rozumieć język macedoński w mowie,released,,Rozumieć mówiony język macedoński.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,Język macedoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb691baa-c7c2-41c3-af69-4dc901d22d2f,skill/competence,transversal,rozumieć język włoski w piśmie,released,,Czytać i rozumieć teksty pisane w języku włoskim.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,włoski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bbe65f99-72a8-43a2-b227-9ce1457a8a20,skill/competence,transversal,posługiwać się językiem katalońskim w mowie,released,,Porozumiewać się ustnie w języku katalońskim.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,kataloński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc112354-758e-40eb-930e-9ebdbd5a2f34,skill/competence,transversal,rozumieć język grecki w mowie,released,,Rozumieć mówiony język grecki.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,grecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,knowledge,transversal,urdu,released,,Język urdu.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc65ec0c-cdf0-4af3-b79e-c9bfa5abd758,skill/competence,transversal,rozumieć język łotewski w mowie,released,,Rozumieć mówiony język łotewski.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,łotewski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdf14dfe-437d-4fb6-95f4-72da1a593384,skill/competence,transversal,posługiwać się językiem szwedzkim w mowie,released,,Porozumiewać się ustnie w języku szwedzkim.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,szwedzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be5c6fb4-d257-4c98-b5e2-d3866fd0f2c2,skill/competence,transversal,posługiwać się językiem koreańskim w mowie,released,,Porozumiewać się ustnie w języku koreańskim.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,koreański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/befd434f-bb74-4144-8aa6-28b903b792a0,skill/competence,transversal,posługiwać się językiem portugalskim w mowie,released,,Porozumiewać się ustnie w języku portugalskim.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,knowledge,transversal,wietnamski,released,,Język wietnamski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfb5f0b8-0ea0-4e44-a48d-7d876f966758,skill/competence,transversal,posługiwać się językiem francuskim w mowie,released,,Porozumiewać się ustnie w języku francuskim.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,francuski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d6eb4a-636c-43d8-9bec-69f6586c415a,skill/competence,transversal,posługiwać się językiem estońskim w mowie,released,,Porozumiewać się ustnie w języku estońskim.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2cc1a0a-356e-4634-bfd8-94c5d84324ba,skill/competence,transversal,posługiwać się językiem berberskim w mowie,released,,Porozumiewać się ustnie w języku berberyjskim.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c34a8faa-b543-45eb-b088-39baf21c5146,skill/competence,transversal,posługiwać się językiem urdu w mowie,released,,Porozumiewać się ustnie w języku urdu.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,urdu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c445a2f0-9f97-432d-a1be-f2b54a53576e,skill/competence,transversal,rozumieć język berberski w mowie,released,,Rozumieć mówiony język berberyjski.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c44b765b-76fb-4a16-be7e-9925beee072c,skill/competence,transversal,posługiwać się językiem niderlandzkim w mowie,released,,Porozumiewać się ustnie w języku niderlandzkim.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,niderlandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c551614f-5542-460e-9a86-bfcdf160e230,skill/competence,transversal,posługiwać się językiem telugu w mowie,released,,Komunikować się ustnie w języku telugu.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,knowledge,transversal,serbski,released,,Język serbski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5ef5813-ef1d-4a22-8fce-16b1dcf93ea1,skill/competence,transversal,posługiwać się językiem białoruskim w piśmie,released,,Redagować teksty pisane w języku białoruskim.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,białoruski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c6b70785-fce7-4089-8250-21c97ca0ad8f,skill/competence,transversal,rozumieć język estoński w piśmie,released,,Czytać i rozumieć teksty w języku estońskim.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c73e355b-89c8-4831-968e-f146f2ae970c,skill/competence,transversal,posługiwać się językiem marathi w piśmie,released,,Redagować teksty pisane w języku marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,język marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8c283af-3d77-4212-93ab-1b3de6a79e96,skill/competence,transversal,rozumieć język rumuński w mowie,released,,Rozumieć mówiony język rumuński.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,rumuński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8d2416e-7db3-4f63-bce3-075f1fea66ea,skill/competence,transversal,rozumieć język islandzki w mowie,released,,Rozumieć mówiony język islandzki.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,islandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22,skill/competence,transversal,rozumieć język duński w piśmie,released,,Czytać i rozumieć teksty pisane w języku duńskim.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,duński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc,skill/competence,transversal,posługiwać się językiem jawajskim w mowie,released,,Porozumiewać się ustnie w języku jawajskim.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,jawajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca58a2d3-b901-42b2-b85f-b2b83aeadbea,skill/competence,transversal,rozumieć język rosyjski w piśmie,released,,Czytać i rozumieć teksty pisane w języku rosyjskim.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,rosyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca81a475-f76c-4318-bdd7-4f1f3605e798,skill/competence,transversal,posługiwać się językiem włoskim w piśmie,released,,Redagować teksty pisane w języku włoskim.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,włoski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/caac02b1-ab96-477e-a7a7-295c9d9e037f,skill/competence,transversal,posługiwać się językiem jidysz w mowie,released,,Komunikować się ustnie w języku jidysz.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,jidysz
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,knowledge,transversal,niderlandzki,released,,Język niderlandzki. Język niderlandzki jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,knowledge,transversal,maltański,released,,Język maltański. Język maltański jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cba8e108-dd50-43ab-8100-13690408a69c,skill/competence,transversal,rozumieć język prowansalski w piśmie,released,rozumieć język oksytański w piśmie,Czytać i rozumieć teksty pisane w języku prowansalskim.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,prowansalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd6484a2-bfa2-4371-8e2f-1ffa2a22dac4,skill/competence,transversal,rozumieć język szwedzki w mowie,released,,Rozumieć mówiony język szwedzki.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,szwedzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cda53197-9c99-404a-ac8a-d8c8550ca98d,skill/competence,transversal,posługiwać się językiem ukraińskim w mowie,released,,Porozumiewać się ustnie w języku ukraińskim.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,ukraiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cec6cd92-d709-42cc-9a6e-6a7dd48b9e08,skill/competence,transversal,posługiwać się językiem hiszpańskim w piśmie,released,,Redagować teksty pisane w języku hiszpańskim.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,hiszpański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,knowledge,transversal,limburski,released,,Język limburski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf9e867f-08d7-48a8-8d11-c63bd8a65f89,skill/competence,transversal,posługiwać się językiem arabskim w piśmie,released,,Redagować teksty pisane w języku arabskim.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0898934-7335-480f-a986-b9b05b54c718,skill/competence,transversal,rozumieć język rosyjski w mowie,released,,Rozumieć mówiony język rosyjski.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,rosyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d10fe458-ceb5-4a40-83f4-b8ef318bf566,skill/competence,transversal,posługiwać się językiem jidysz w piśmie,released,,Redagować teksty pisane w języku jidysz.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,jidysz
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d16bc537-ede5-440e-a921-7e9c5e995633,skill/competence,transversal,rozumieć język chiński w piśmie,released,,Czytać i rozumieć teksty pisane w języku chińskim.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,język chiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d21bcba8-ecf5-4ac3-9a6c-25a5afa42ea2,skill/competence,transversal,posługiwać się językiem baskijskim w piśmie,released,,Redagować teksty pisane w języku baskijskim.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,baskijski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3b2faa1-e54f-40e0-b641-977a4703aaf8,skill/competence,transversal,pisać w języku luksemburskim,released,korespondować w piśmie w języku luksemburskim | wykazać się znajomością języka luksemburskiego w formie pisemnej | pisanie po luksembursku,"Tworzenie tekstów pisanych w języku luksemburskim.
	",http://data.europa.eu/esco/skill/7d16f1e4-1003-4f1f-9595-5cafb25a67df,język luksemburski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4956f26-d8e3-4cca-9114-a3098f4fafbf,skill/competence,transversal,rozumieć język wietnamski w piśmie,released,,Czytać i rozumieć teksty pisane w języku wietnamskim.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,wietnamski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,knowledge,transversal,waloński,released,,Język waloński.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,knowledge,transversal,jidysz,released,,Język jidysz.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,knowledge,transversal,bułgarski,released,,Język bułgarski. Język bułgarski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d687187f-9f8f-4c3f-b0a0-230595b7f3af,skill/competence,transversal,rozumieć język kurdyjski w piśmie,released,,Czytać i rozumieć teksty pisane w języku kurdyjskim.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,kurdyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6dbc6ea-9bb6-4a8f-9bc2-e9299d74fff9,skill/competence,transversal,posługiwać się językiem wietnamskim w mowie,released,,Porozumiewać się ustnie w języku wietnamskim.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,wietnamski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d88d546f-c06d-40f0-9810-3a914abb5444,skill/competence,transversal,rozumieć język bośniacki w piśmie,released,,Czytać i rozumieć teksty pisane w języku bośniackim.,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,bośniacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d937b5aa-8337-4d47-8281-6a67c905569a,skill/competence,transversal,rozumieć język jidysz w mowie,released,,Rozumienie języka jidysz w mowie.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,jidysz
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,knowledge,transversal,hindi,released,,Język hindi.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d974d81a-a8db-430d-a3fe-b064bd6a374f,skill/competence,transversal,rozumieć język turecki w mowie,released,,Rozumienie języka tureckiego w mowie.,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,turecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9916072-47e1-4466-9908-e7d8f654adc9,skill/competence,transversal,rozumieć język ukraiński w mowie,released,,Rozumienie języka ukraińskiego w mowie.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,ukraiński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,knowledge,transversal,czeski,released,,Język czeski. Język czeski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da4fed26-1991-45bd-b7e0-4eded5dcee10,skill/competence,transversal,rozumieć język słoweński w piśmie,released,,Umiejętność czytania i rozumienie tekstów pisanych w języku słoweńskim.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,słoweński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db751c12-2062-477b-b2b2-6be80daa1ff8,skill/competence,transversal,posługiwać się językiem kurdyjskim w mowie,released,,Posługiwanie się językiem kurdyjskim w mowie.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,kurdyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc052a4f-fb8e-4edb-a575-3a63ddd5b94b,skill/competence,transversal,posługiwać się językiem polskim w mowie,released,,Posługiwanie się językiem polskim w mowie.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,polski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdff38c-01b1-4e44-bc2f-f69b889d45bb,skill/competence,transversal,posługiwać się językiem macedońskim w mowie,released,,Posługiwanie się językiem macedońskim w mowie.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,Język macedoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5cb6ea-3818-4734-816d-821a67a3684e,skill/competence,transversal,posługiwać się językiem japońskim w mowie,released,,Posługiwanie się językiem japońskim w mowie.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japoński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,knowledge,transversal,węgierski,released,,Język węgierski. Język węgierski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df794a74-0392-4178-918b-e38e68487325,skill/competence,transversal,rozumieć język tamilski w mowie,released,,Rozumienie języka tamilskiego w mowie.,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,tamilski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,knowledge,transversal,pendżabski,released,,Język pendżabski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0f20875-de6a-4795-9788-6a32be41512f,skill/competence,transversal,rozumieć język chorwacki w piśmie,released,,Umiejętność czytania i rozumienie tekstów pisanych w języku chorwackim.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,chorwacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e18ee06c-7a0f-47d5-8143-345b8a6f4739,skill/competence,transversal,rozumieć język prowansalski w mowie,released,rozumieć język oksytański w mowie,Rozumienie języka prowansalskiego w mowie.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,prowansalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1ebf53c-8800-402c-9e61-e19ac072c52d,skill/competence,transversal,rozumieć język hindi w mowie,released,,Rozumienie języka hindi w mowie.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29c14e1-60c7-444c-b3d0-43d6bee04340,skill/competence,transversal,posługiwać się językiem limburskim w piśmie,released,,Umiejętność redagowania tekstów na piśmie w języku limburskim.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limburski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3332a83-c688-4838-bd19-e66f6da2201e,skill/competence,transversal,rozumieć język bihari w mowie,released,,Rozumienie języka bihari w mowie.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e35cfb6e-ea8e-4aef-aab9-3cbc7d79647b,skill/competence,transversal,posługiwać się językiem niderlandzkim w piśmie,released,,Umiejętność redagowania tekstów na piśmie w języku niderlandzkim.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,niderlandzki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e396053a-7820-4c4d-9ba9-20d66753f50e,skill/competence,transversal,rozumieć język sardyński w mowie,released,,Rozumienie języka sardyńskiego w mowie.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sardyński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e39c8636-6bbc-44c3-88ba-de059ac2396c,skill/competence,transversal,posługiwać się językiem serbskim w mowie,released,,Posługiwanie się językiem serbskim w mowie.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3a22d2c-2b2e-4eda-b756-2a1908be79b7,skill/competence,transversal,rozumieć język limburski w mowie,released,,Rozumienie języka limburskiego w mowie.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limburski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e58ea17c-1442-4b34-8ec6-0587a5fb55a6,skill/competence,transversal,rozumieć język grecki w piśmie,released,,Umiejętność czytania i rozumienie tekstów pisanych w języku greckim.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,grecki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5dbcfcf-3139-40e2-87ed-f7154a0a70a4,skill/competence,transversal,rozumieć język bengalski w piśmie,released,,Umiejętność czytania i rozumienie tekstów pisanych w języku bengalskim.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,knowledge,transversal,francuski,released,,Język francuski. Język francuski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e832f8d8-d627-4b0d-b1a5-b52f3917bb63,skill/competence,transversal,rozumieć język słowacki w piśmie,released,,Umiejętność czytania i rozumienie tekstów pisanych w języku słowackim.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,słowacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,knowledge,transversal,tamilski,released,,Język tamilski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea4d26de-df11-464f-940f-d63f0f5848f1,skill/competence,transversal,posługiwać się językiem sardyńskim w mowie,released,,Posługiwanie się językiem sardyńskim w mowie.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sardyński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,knowledge,transversal,grecki,released,,Język grecki. Język grecki jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb19f00b-62c1-493b-bd75-1e90718ac04a,skill/competence,transversal,posługiwać się językiem bengalskim w mowie,released,,Posługiwanie się językiem bengalskim w mowie.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengalski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec4855b5-84a5-4c59-812e-8e4319d7bf8d,skill/competence,transversal,posługiwać się językiem perskim w piśmie,released,,Umiejętność redagowania tekstów na piśmie w języku perskim.,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,perski
