conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438,opracowywać strategie na rzecz ograniczania odpadów spożywczych,released,skill/competence,cross-sector,,"Opracowywać strategie, obejmujące np. planowanie posiłków dla pracowników lub redystrybucję żywności, aby w miarę możliwości ograniczać i ponownie wykorzystywać odpady spożywcze i poddawać je recyklingowi. Obejmuje to dokonywanie przeglądu polityki zakupowej w celu zidentyfikowania obszarów, w których można ograniczyć odpady spożywcze, np. ilości i jakość produktów spożywczych.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,opracowywanie strategii i procedur operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,mierzyć zrównoważoność działalności turystycznej,released,skill/competence,sector-specific,,"Gromadzić informacje, monitorować i oceniać wpływ turystyki na środowisko, w tym na obszary chronione, na lokalne dziedzictwo kulturowe i bioróżnorodność, w dążeniu do zmniejszenia śladu węglowego działań w tym sektorze. Obejmuje to przeprowadzanie ankiet na temat odwiedzających i ustalanie rekompensaty niezbędnej do zrównoważenia szkód.
   ",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0701805-94ab-4c79-9624-39a7202cbe4f,dokonywać odpisów aktywów,released,skill/competence,occupation-specific,,"Obliczanie zmniejszenia wartości składnika aktywów, spowodowane na przykład przez szkody lub zmiany w środowisku, zgodnie z ustawodawstwem.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519,wykonywać obliczenia | szacowanie wartości towarów lub usług
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,doradzać w kwestii zanieczyszczenia azotanami,released,skill/competence,sector-specific,,"Doradzać w kwestii wpływu i konsekwencji zanieczyszczeń (w tym zanieczyszczenia gruntu na skutek stosowania nawozów) spowodowanych emisjami podtlenku azotu, które przyczyniają się do zubożania warstwy ozonowej, oraz proponować rozwiązania mające na celu złagodzenie takich zjawisk.
    ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,udzielanie porad w sprawach środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1da04bb-4de8-4d17-af8a-75ea893fe36a,promować odpowiedzialne zachowania konsumenckie,released,skill/competence,occupation-specific,,"Promowanie polityk, działań i programów edukacyjnych promujących zdrowy styl życia i aktywne uczestnictwo w zrównoważonej konsumpcji, które prowadzą do zmian w postawach konsumentów, nawykach zakupowych i oczekiwaniach konsumentów.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promowanie produktów, usług lub programów"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2028206-3060-4e81-8350-77baefabefde,nadzorować kwestie dotyczące terenów podmokłych w ramach realizacji projektów infrastrukturalnych,released,skill/competence,cross-sector,,"Nadzorowanie i aktywne reagowanie na wyzwania stawiane przez tereny podmokłe w trakcie opracowywania projektów. Zapewnienie dbałości o tereny podmokłe i ich ochrony, a jednocześnie znajdowanie najbardziej racjonalnych pod względem kosztów rozwiązań na rzecz rozwoju projektów infrastrukturalnych.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d5dbc342-8e39-4998-8237-ebbe05a381ce,monitorowanie warunków środowiskowych | zarządzać projektami w zakresie badań i rozwoju
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bb641f-f647-4229-a48e-9a5ef3526c23,zapewniać bezpieczeństwo gatunków zagrożonych i obszarów chronionych,released,skill/competence,sector-specific,,"Zapewnianie, że projekty nie wpływają negatywnie na ptaki migrujące, gatunki rzadkie lub zagrożone wyginięciem, siedliska o krytycznym znaczeniu lub obszary chronione środowiskowo.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e361af91-3e68-4e59-b0e2-bca0ffb416fa,energia morska,released,knowledge,sector-specific,moc fal | energia oceaniczna | siła pływowa | energia pływowa | MHK | moc oceanu,"Energia wytwarzana z wykorzystaniem naturalnego ruchu wody, takiego jak fale, pływy, prądy, a także różnic temperatury wody jako energia cieplna głębokich zimnych wód. Wykorzystywana również jako odnawialne źródło energii.",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,technologie energetyki odnawialnej | elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,projektować sieć wentylacyjną,released,skill/competence,sector-specific,,"Projektowanie sieci wentylacji. Przygotowywanie i planowanie układu wentylacji przy użyciu specjalistycznego oprogramowania. Projektowanie systemów ogrzewania lub chłodzenia zgodnie z wymogami. Poprawa efektywności sieci wentylacyjnej w celu obniżenia zużycia energii, w tym dzięki połączeniu wykorzystania i eksploatacji budynków o niemal zerowym zużyciu energii z odpowiednim planem wentylacji.
    ",http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,zarządzać wentylacją kopalni | projektowanie struktur i infrastruktury
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e381f278-7218-4f30-a7b6-34dc3eb7e4a8,ponowne zalesianie,released,knowledge,sector-specific,odbudowa lasu | zalesienie,"Metody odbudowy wylesionych obszarów w celu odwrócenia procesu niszczenia lasów i ponownego zazielenienia znacznej liczby hektarów. Do metod ponownego zalesiania należą takie strategie, jak: sadzenie nowych drzew, ochrona ekosystemów przed zniszczeniem lub wysiew nasion.",http://data.europa.eu/esco/isced-f/082,leśnictwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3f2c37f-e484-4b4c-ad82-f565a2b98f89,sprzęt do nadzoru zarządzania środowiskowego,released,knowledge,sector-specific,,Sprzęt i wyposażenie odpowiednie do pomiaru i monitorowania parametrów środowiskowych na żywo.,http://data.europa.eu/esco/isced-f/0712,technologia ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,gromadzić dane biologiczne,released,skill/competence,cross-sector,,"Gromadzenie próbek biologicznych, rejestrowanie i podsumowywanie danych biologicznych wykorzystywanych w badaniach technicznych, opracowywanie planów zarządzania środowiskowego i produktów biologicznych.",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,gromadzenie informacji ze źródeł fizycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e45507ff-c1e2-4e0c-92fb-b6c0e6cb6245,systemy fotowoltaiczne,released,knowledge,sector-specific,fotowoltaika,"Systemy, które przekształcają energię ze źródła odnawialnego, takiego jak słońce, w energię elektryczną. W zależności od łańcucha konwersji energii, systemy fotowoltaiczne można podzielić na trzy rodzaje: systemy fotowoltaiczne podłączone bezpośrednio do sieci, systemy wchodzące w interakcje z siecią i systemy fotowoltaiczne pozasieciowe.",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,elektryczność i energia | energia słoneczna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4698f9f-bb23-486e-a74a-c8f3a19c3132,badać skażenia,released,skill/competence,cross-sector,,"Wykonywanie badań w celu oceny właściwości zanieczyszczenia na danym obszarze lub na powierzchniach i materiałach dla określenia przyczyny, charakteru oraz zakresu ryzyka i szkód.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4a3c9af-8a5d-49cc-95bb-b77e41588746,przetwarzać zebrany miód,released,skill/competence,sector-specific,,"Zbieranie i przetwarzanie miodu zgodnie z przepisami dotyczącymi zdrowia, bezpieczeństwa oraz bezpieczeństwa biologicznego.",http://data.europa.eu/esco/skill/ceca8bbe-cd58-49b4-8ef4-9a34a5ac0f75,obsługa urządzeń do przetwarzania żywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,opracowywać strategie naprawy szkód w środowisku,released,skill/competence,cross-sector,,"Opracowywanie strategii usuwania zanieczyszczeń z gleby, wód gruntowych, wód powierzchniowych lub osadów, biorąc pod uwagę przepisy dotyczące rekultywacji środowiska i dostępne technologie.",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | przyjmować sposoby na ograniczenie zanieczyszczenia | opracowywanie polityk i przepisów | opracowywać strategie rozwiązywania problemów | opracowywać politykę ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e52c1125-1d27-4e3d-afc9-761ee5f678b3,pielęgnacja i ochrona drzew,released,knowledge,sector-specific,,Wymogi środowiskowe w zakresie pielęgnacji i ochrony drzew.,http://data.europa.eu/esco/isced-f/0821,leśnictwo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,oceniać wpływ na środowisko,released,skill/competence,cross-sector,,Monitorowanie wpływu na środowisko i przeprowadzanie ocen w celu określenia i ograniczenia ryzyka środowiskowego organizacji przy uwzględnieniu kosztów.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6 | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | zarządzać wpływem na środowisko | myśleć krytycznie | ochrona środowiska naturalnego przed szkodami związanymi z technologiami cyfrowymi | przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska | zarządzać wpływem oddziaływań na środowisko
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5727f3b-0dc9-4daf-84e0-d5789b33a6d9,ekologia leśna,released,knowledge,cross-sector,,"Ekosystemy występujące w lesie, od bakterii po drzewa i rodzaje gleby.",http://data.europa.eu/esco/isced-f/0521,nauki o środowisku
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5deced2-5636-4ff2-b9bc-dca6cbfc5f72,projektować systemy kogeneracji,released,skill/competence,sector-specific,,"Szacować zapotrzebowanie budynków na ogrzewanie i chłodzenie, określać zapotrzebowanie na ciepłą wodę użytkową. Wykonywać schematy instalacji hydraulicznych pasujących do jednostki kogeneracyjnej z gwarantowaną temperaturą powrotu i dopuszczalną liczbą włączników/wyłączników.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5f77488-7561-475a-9888-decd2443d37a,szkolić pracowników w zakresie gospodarowania odpadami,released,skill/competence,sector-specific,,"Szkolenie personelu obiektu zajmującego się gospodarowaniem odpadami lub personelem organizacji odpowiedzialnym za strategie gospodarowania odpadami, w sprawie ulepszeń, jakie można wprowadzić w celu ograniczenia ilości odpadów, zwiększenia efektywności przetwarzania i unieszkodliwiania odpadów oraz zapewnienia zgodności z przepisami w zakresie odpadów i ochrony środowiska.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,instruować inne osoby | szkolenie w zakresie procedur operacyjnych | zarządzać odpadami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e64d28b8-9379-440b-ba77-2738486f8e4a,kontrolować zapachy powstające w trakcie produkcji gotowych pasz dla zwierząt,released,skill/competence,occupation-specific,,"Kontrola zapachów powstających podczas rozdrabniania, podgrzewania i chłodzenia, odprowadzanie odpadów płynnych i inne emisje. Można stosować do tych celów utleniacz termiczny.",http://data.europa.eu/esco/skill/18f2a44e-28ef-4ae3-8ea2-347e33bd9a4b,obsługa maszyn do wytwarzania produktów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e65117b6-97e0-4f45-bd61-e581dcd6ec2a,dobierać odpowiednie opakowanie dla produktów spożywczych,released,skill/competence,sector-specific,,"Wybieranie odpowiednich opakowań dla produktów spożywczych, biorąc pod uwagę atrakcyjność i stosowność opakowania. Używanie właściwego opakowania do bezpiecznego wysyłania i po rozsądnych kosztach. Wykazywanie świadomości, że opakowania mogą również wpływać na właściwości produktu, takie jak kształt, waga lub trwałość. Zapewnienie zrównoważenia różnych aspektów, takich jak koszty, atrakcyjność i przestrzeganie przepisów oraz ochrona środowiska.",http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47 | http://data.europa.eu/esco/skill/8da6cd59-61e1-43c4-8dfc-bc69d283ccc7,podejmować decyzje | pakowanie przedmiotów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e671c957-b998-49df-b630-7908806966f1,udzielać klientom informacji na temat kwestii ochrony środowiska,released,skill/competence,cross-sector,,"Dostarczanie klientom informacji na temat wpływu ich systemów ogrzewania na środowisko oraz zakresu, w jakim wpływ ten można ograniczyć do minimum poprzez obsługę systemów w sposób przyjazny dla środowiska lub korzystanie z systemów przyjaznych dla środowiska.",http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923 | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,wdrażać środki ochrony środowiska | doradzać innym | udzielanie porad w sprawach środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e6bf6e73-230a-434c-97b2-a0c042a8b7ac,stosować zasady zrównoważonego rozwoju w sektorze opieki zdrowotnej,released,skill/competence,cross-sector,,Uwzględnianie zasad zrównoważonego rozwoju w opiece zdrowotnej i dążenie do racjonalnego wykorzystania zasobów.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,poznawać sposoby na zmniejszenie negatywnego wpływu konsumpcji | przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e844bde0-9563-4c07-a7e6-4150d5f06a4b,oszacowywać zużycie wody,released,skill/competence,occupation-specific,,"Szacowanie, pomiar i rejestracja zużycia wody wymaganego do nawadniania terenów zielonych lub obszarów przyległych.",http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,dokonywanie obliczeń
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e85cff6b-ee0e-4106-98f0-b57b39a2ea3f,wykonywać czynności kontrolne w odniesieniu do chorób i szkodników,released,skill/competence,sector-specific,,"Wykonywanie działań w zakresie zwalczania chorób i szkodników, z wykorzystaniem metod konwencjonalnych lub biologicznych, z uwzględnieniem rodzaju klimatu, roślin lub upraw, przepisów w zakresie zdrowia i bezpieczeństwa oraz ochrony środowiska. Przechowywanie i przetwarzanie pestycydów zgodnie z zaleceniami i prawodawstwem.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e979659d-d06e-4968-b4b2-ac51e379b552,opracowywać hybrydowe strategie operacyjne,released,skill/competence,occupation-specific,,"Opracowywać strategie operacyjne dla hybrydowych układów napędowych z uwzględnieniem granic odzysku energii i czynników ograniczających. Rozważać potencjalne korzyści związane z przesuwaniem obciążeń oraz korzyści związane z tym, jak przesuwanie obciążeń może usprawnić zarządzanie energią. Rozumieć problemy wynikające z przerywanej pracy silnika spalinowego wewnętrznego spalania.
   ",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9d6ebab-13ad-45ce-a955-fc3f1e56add8,planować działania na rzecz ochrony naturalnych obszarów chronionych,released,skill/competence,sector-specific,chronić obszary naturalne | zachować naturalne obszary chronione,"Planować działania na rzecz ochrony naturalnych obszarów objętych ochroną prawną, aby ograniczać negatywny wpływ turystyki lub zagrożeń naturalnych na określone obszary. Obejmuje to działania, takie jak kontrola wykorzystania gruntów i zasobów naturalnych oraz monitorowanie przepływu turystów.
   ",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,przestrzeganie przepisów prawa i norm w zakresie ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f,jakość otoczenia w pomieszczeniach,released,knowledge,sector-specific,,"Skutki każdego wyboru dokonanego w procesie projektowania dla jakości otoczenia w pomieszczeniach.
	",http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d | http://data.europa.eu/esco/isced-f/0712,zapobieganie zanieczyszczeniom | technologia ochrony środowiska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9ff446f-6a8a-4e35-a611-176508964be3,paliwa alternatywne,released,knowledge,sector-specific,paliwo o ujemnym bilansie węglowym | e-paliwa | biopaliwa | paliwo neutralne pod względem emisji dwutlenku węgla | czyste paliwo,"Paliwa lub źródła energii, które służą, przynajmniej częściowo, jako substytut tradycyjnych źródeł energii w transporcie, takich jak ropa naftowa i źródła kopalne. Mogą potencjalnie przyczynić się do obniżenia emisyjności i poprawy efektywności środowiskowej gospodarki i sektora transportu.
	",http://data.europa.eu/esco/skill/279e8cb1-b704-41b3-a1c9-60f130e303b4 | http://data.europa.eu/esco/isced-f/0531,rodzaje paliw | chemia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eaef3371-cb14-4d21-90a4-e54dc7c6391c,zarządzać systemem kontroli odsalania,released,skill/competence,sector-specific,,Zarządzanie systemem usuwania soli w celu uzyskania wody pitnej.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"obsługa systemów lub urządzeń do przetwarzania ropy naftowej, chemikaliów lub wody"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb65ce8e-61bf-49d1-99bb-cb699ba1005b,ochrona radiologiczna,released,knowledge,cross-sector,,Środki i procedury stosowane w celu ochrony ludzi i środowiska przed szkodliwym działaniem promieniowania jonizującego.,http://data.europa.eu/esco/isced-f/0914,technologia związana z diagnostyką medyczną i leczeniem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec4de8aa-9ba4-412b-832d-93361210eae3,technologia morska,released,knowledge,cross-sector,,"Technologie na potrzeby bezpiecznego użytkowania i wykorzystywania środowiska morskiego, jego ochrony i ingerowania w nie.
	",http://data.europa.eu/esco/isced-f/0732,budownictwo oraz inżynieria lądowa i wodna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec66a2f9-db12-4eec-936a-47632bfdccfb,przeprowadzać studia wykonalności dotyczące inteligentnych sieci energetycznych,released,skill/competence,sector-specific,,"Przeprowadzać ocenę potencjału inteligentnej sieci energetycznej w ramach projektu. Prowadzić znormalizowane badania w celu określenia wpływu oszczędności energii, kosztów i ograniczeń oraz prowadzić badania naukowe wspierające proces podejmowania decyzji. Rozważać wyzwania i możliwości związane z wdrażaniem technologii bezprzewodowych na potrzeby inteligentnych sieci energetycznych.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,sporządzać studium wykonalności | analiza operacji biznesowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec7fd241-e68f-4593-a42a-a12a9bd80cbc,elementy obuwia,released,knowledge,sector-specific,,"Elementy obuwia zarówno cholewek (przyszwy, obłożyna, podbicie, usztywniacze, noski itp.), jak i spodów (podeszwy, obcasy, wkładki itp.). Kwestie ekologiczne i znaczenie recyklingu. Wybór odpowiednich materiałów i komponentów w oparciu o ich wpływ na styl i cechy obuwia, właściwości i możliwości produkcji. Procedury i metody chemicznej i mechanicznej obróbki skóry i materiałów innych niż skóra.",http://data.europa.eu/esco/isced-f/0723,"tekstylia (ubrania, obuwie i wyroby skórzane)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecd368bc-6383-4a03-9b61-46e0a94750f7,formułować instrukcje w zakresie technologii oszczędności energii,released,skill/competence,sector-specific,,"Formułować instrukcje dla zarządcy obiektu lub osób pełniących podobne funkcje dotyczące parametrów monitorowania w celu zapewnienia, aby system osiągnął wyznaczone cele w zakresie oszczędności energii.
	",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,instruować inne osoby | nauczanie i szkolenie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed17ddef-52ed-4a24-b6ca-d5ecc53eba24,wdrażać system żywienia ryb,released,skill/competence,sector-specific,,Wprowadzenie w życie dziennych systemów karmienia ryb w celu uwzględnienia różnic w środowisku. Dokładne wprowadzanie w życie procedur karmienia po sprawdzeniu systemów karmienia. Wprowadzanie dostosowań w systemach żywienia w celu uwzględnienia wahań w wydajności produkcji oraz zmian w warunkach środowiskowych. Kontrolowanie specjalistycznych systemów żywienia w celu wsparcia określonych wymogów produkcyjnych. Badanie zmian w sposobie żywienia w celu określenia przyczyn i wymaganych działań naprawczych.,http://data.europa.eu/esco/skill/42f18b92-1c20-46ed-bde0-9bc64ff1e475,karmienie i oporządzanie zwierząt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed8dbdd1-5b40-4eaf-adaf-3b1f6d16a37b,składowanie odpadów niebezpiecznych,released,knowledge,cross-sector,,Przepisy i procedury dotyczące przechowywania materiałów i substancji stanowiących zagrożenie dla zdrowia i bezpieczeństwa.,http://data.europa.eu/esco/isced-f/1021,usługi sanitarne komunalne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edf0690f-629d-4674-a9df-45fd89413e85,oceniać wpływ działalności związanej z wodami gruntowymi na środowisko,released,skill/competence,sector-specific,,Oceniać wpływ na środowisko działalności związanej z pozyskiwaniem wody gruntowej i w zakresie gospodarowania wodami podziemnymi.,http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,"przeprowadzać oceny w zakresie zdrowia, bezpieczeństwa i środowiska | myśleć krytycznie | oceniać wpływ na środowisko | monitorowanie warunków środowiskowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,polityki środowiskowe w obszarze ICT,released,knowledge,occupation-specific,,"Zasady międzynarodowe i organizacyjne, zajmujące się oceną wpływu innowacji i rozwoju w dziedzinie ICT na środowisko, a także metodami zmniejszania negatywnych skutków i stosowaniem innowacji w dziedzinie ICT w celu wspierania środowiska.",http://data.europa.eu/esco/isced-f/0611,obsługa i użytkowanie komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef010091-ddce-410d-9864-9276ef6fe390,komunalne sieci grzewcze i chłodnicze,released,knowledge,sector-specific,,"Komunalne sieci grzewcze i chłodnicze wykorzystują lokalne zrównoważone źródła energii, aby doprowadzić ciepło i ciepłą wodę pitną do grupy budynków, oraz przyczyniają się do poprawy charakterystyki energetycznej budynku.
	",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,efektywność energetyczna | elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f01fe651-4270-47e8-bb85-e74c8084bd83,dokonywać pomiaru przepływu wody,released,skill/competence,sector-specific,,"Mierzyć przepływ wody, ujęcia wody i zlewnie.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,pomiar wymiarów i powiązanych właściwości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f03a3387-c4a7-41e3-a5d4-dd4577147940,zintegrowane projektowanie,released,knowledge,sector-specific,,"Podejście do projektowania, które obejmuje kilka powiązanych ze sobą dyscyplin, mające na celu projektowanie i budowanie zgodnie z zasadami dotyczącymi budynków o niemal zerowym zużyciu energii. Wzajemne powiązania między wszystkimi aspektami projektu budynku, jego użytkowania i klimatu zewnętrznego.
	",http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093 | http://data.europa.eu/esco/isced-f/0731,projekt architektoniczny | architektura i urbanistyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f12f094b-492f-4e88-b36b-50b8e58b7500,przeprowadzać ocenę uwarunkowań środowiskowych w danym miejscu,released,skill/competence,cross-sector,,Zarządzać i nadzorować poszukiwania w obrębie lokalizacji środowiskowych i oceniać pod kątem przydatności jako obszary wydobycia i przemysłowe. Wyznaczać i wygradzać obszary do analiz geochemicznych i badań naukowych.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,wycena terenu lub nieruchomości
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f14cfbac-07c5-43de-8b63-51518be99826,projektować turbiny wiatrowe,released,skill/competence,sector-specific,,"Projektować komponenty elektryczne i łopaty wykorzystywane w urządzeniach wytwarzających energię elektryczną z wiatru, zapewniające optymalizację konstrukcji w celu zapewnienia bezpiecznej i wydajnej produkcji energii.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
