conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cfa2be0d-96d5-4017-a866-962efb9c5070,przetwarzanie sygnałów,released,knowledge,sector-specific,analogowe przetwarzanie sygnałów | przetwarzanie sygnałów cyfrowych | cyfrowe przetwarzanie sygnałów | CPS,"Algorytmy, aplikacje i wdrożenia zajmujące się przetwarzaniem i przesyłaniem informacji za pomocą częstotliwości analogowych lub cyfrowych.",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cfb8d64c-f8d7-4894-a02e-2551ab33f1d0,Canvas (systemy zarządzania nauczaniem),released,knowledge,sector-specific,,"Sieć Canvas to platforma e-learningowa do tworzenia, administrowania, układania, raportowania i prowadzenia kursów edukacyjnych oraz programów szkoleniowych.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systemy zarządzania nauczaniem | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d04ee340-5378-4601-8181-19da6d5cbfe0,zarządzać stroną internetową,released,skill/competence,cross-sector,,"Świadczyć różne usługi związane z zarządzaniem stroną internetową, takie jak monitorowanie ruchu online, zarządzanie treścią, zapewnienie utrzymania strony internetowej oraz dokonywanie szacunków i ulepszeń na stronie internetowej.
   ",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0a7144b-ba91-4489-acb8-a055c6b7e968,skanować negatywy,released,skill/competence,sector-specific,,"Skanować negatywy przetworzone, aby można było je przechowywać w formie cyfrowej, edytować i drukować.",http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,obsługa urządzeń do produkcji wydruków i zdjęć
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,infrastruktura ICT,released,knowledge,sector-specific,,"System, sieć, sprzęt i aplikacje oraz komponenty, a także urządzenia i procesy wykorzystywane do opracowywania, testowania, dostarczania, monitorowania, kontroli oraz wsparcia usług ICT.",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0e438df-18fb-4d70-b661-09a4e879e0db,obsługiwać sprzęt ratowniczy,released,skill/competence,sector-specific,,"Obsługiwać jednostki ratunkowe oraz ich urządzenia i wyposażenie. Obsługiwać sprzęt ratujący życie, taki jak radiowy sprzęt ratowniczy, satelitarne urządzenia satelitowe EPIRB, SART, kombinezony ratunkowe i środki pomocy w zakresie ochrony cieplnej.",http://data.europa.eu/esco/skill/872c0ddb-f056-4f51-afac-fc3d6fae0f5b,obsługa sprzętu medycznego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d12e9d68-84c5-444e-aa98-d36533bf03f6,przeprowadzać operacje w ramach środowiska bazującego na ITIL,released,skill/competence,occupation-specific,,Poprawnie przeprowadzać operacje obsługi w ramach środowiska bazującego na ITIL (ang. Information Technology Infrastructure Library),http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,przestrzeganie procedur operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1455e46-2d0d-4661-86ab-3cb7a0c46d02,rejestrować informacje w zakresie powiadamiania ratunkowego w formie elektronicznej,released,skill/competence,occupation-specific,,Rejestrować informacje otrzymane z wywołań alarmowych w komputerze do dalszego przetwarzania lub prowadzenia dokumentacji.,http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379,dokumentowanie i rejestrowanie informacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,posiadać umiejętność obsługi komputera,released,skill/competence,cross-sector,,"Efektywne korzystanie z komputerów, sprzętu informatycznego i nowoczesnej technologii.",http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,dostęp do danych cyfrowych oraz ich analiza
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d181042e-c531-4461-af7c-4071c53418fe,pisać na urządzeniach elektronicznych,released,skill/competence,cross-sector,,"Pisać szybko i bezbłędnie na urządzeniach elektronicznych, takich jak komputery w celu zapewnienia szybkiego i dokładnego wprowadzania danych.",http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,wprowadzanie informacji i ich przetwarzanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1a86399-24d8-415f-98b9-e8cbb6b04a26,Unity (systemy tworzenia gier cyfrowych),released,knowledge,sector-specific,,"Silnik Unity, który stanowi ramy oprogramowania składające się ze zintegrowanego środowiska programistycznego i specjalistycznych narzędzi projektowania, przeznaczony do szybkich iteracji gier komputerowych tworzonych przez użytkownika.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systemy tworzenia gier cyfrowych | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,rozproszone usługi katalogowania informacji,released,knowledge,sector-specific,usługi katalogowe | instalować usługi katalogowe | rozproszone usługi katalogowe | usługa katalogowa active directory,"Usługi katalogowe, które automatyzują zarządzanie siecią w zakresie bezpieczeństwa, danych użytkowników i zasobów rozproszonych oraz umożliwiają dostęp do informacji w katalogu systemu komputerowego.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1ed5b3a-cab5-4c5d-baf8-0214998b58fb,zapewnianie ochrony zdrowia i dobrostanu przy stosowaniu technologii cyfrowych,released,skill/competence,cross-sector,bezpieczne i zrównoważone użytkowanie technologii cyfrowych,Być w stanie zapobiegać zagrożeniom dla zdrowia i zagrożeniom dla dobrostanu fizycznego i psychicznego przy stosowaniu technologii cyfrowych. Być w stanie chronić siebie przed ewentualnymi zagrożeniami w środowisku cyfrowym (np. cyberprzemoc). Być świadomym technologii cyfrowych na rzecz dobrobytu społecznego i włączenia społecznego.,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,zasady bezpieczeństwa ICT | przestrzeganie procedur bhp
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1fa702c-9ea8-4a60-bb76-5ca07c32b68c,nadzorować jakość materiałów wideo,released,skill/competence,occupation-specific,,Nadzorować jakość i postępy w zakresie inżynierii i edycji dźwięku i obrazu.,http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae | http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398 | http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,zarządzać jakością | nadzorować kontrolę jakości | obsługa sprzętu audiowizualnego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2309723-3472-46d2-865a-db81db2269b6,rozpoznawanie ryzyka związanego z łańcuchem bloków,released,skill/competence,sector-specific,identyfikować ryzyka w technologii blockchain | przewiduj ryzyko w technologii blockchain,"Rozpoznawanie ryzyka związanego z łańcuchem bloków i kryptowalutami. Oprócz zwykłego ryzyka związanego z procesami biznesowymi, do których są wykorzystywane, łańcuchy bloków niosą ze sobą ryzyko związane z transferem wartości na zasadzie peer-to-peer. Ryzyko wiąże się również z inteligentnymi umowami jako cyfrowymi reprezentacjami mniej lub bardziej złożonych relacji biznesowych.
	",http://data.europa.eu/esco/skill/7e153e1d-2b12-43ad-89f3-0cf82ebc4a30,przeprowadzanie analizy ryzyka i zarządzanie nim
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,Joomla,released,knowledge,sector-specific,,"Internetowy system oprogramowania open source napisany w języku PHP, służący do tworzenia, edytowania, publikowania i archiwizowania blogów, artykułów, witryn korporacyjnych lub małych firm, serwisów społecznościowych oraz komunikatów prasowych.",http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e | http://data.europa.eu/esco/isced-f/0613,WebCMS | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d31fab87-2a7d-485c-b699-2901ca294b15,stosować programowanie funkcyjne,released,skill/competence,sector-specific,,"Korzystać z specjalistycznych narzędzi ICT w celu tworzenia kodu komputerowego, który traktuje obliczenia jako ocenę funkcji matematycznych i stara się unikać stanów, w których dane mają charakter mutacyjny. Używać języków programowania, które wspierają tę metodę, takich jak LISP, PROLOG i Haskoll.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programowanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,zarządzać danymi i systemami przechowywania w chmurze,released,skill/competence,sector-specific,,"Tworzyć systemy przechowywania danych w chmurze i zarządzać nim. Identyfikować i zaspokajać potrzeby w zakresie ochrony danych, szyfrowania i planowania pojemności.
	",http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,zarządzać bazą danych | zarządzanie informacjami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,szyfrowanie ICT,released,knowledge,sector-specific,SSL | szyfrowanie | TSL | algorytm symetryczny | szyfrowanie danych | kryptografia asymetryczna | kryptografia klucza publicznego,"Konwersja danych elektronicznych do formatu, który jest czytelny tylko dla upoważnionych podmiotów stosujących techniki szyfrowania kluczem, takich jak infrastruktura klucza publicznego (PKI) i Secure Socket Layer (SSL).",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d38055cc-7c76-4e5e-90e7-5bb5d5851a92,koordynować przypisanie radarów pracujących w trybie Mode S do kodów interrogatorów,released,skill/competence,sector-specific,,"Zapewniać właściwe i bezpieczne działanie pomocniczych radarów pracujących w trybie Mode S. Dbać, aby były skonfigurowane z zastosowaniem kodu interrogatora (IC) przeznaczonego specjalnie dla każdego radaru.",http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,obsługiwać urządzenia radarowe | obsługa sprzętu łącznościowego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3e36164-79aa-4f14-9a8c-d88d38f84ea0,interpretować dane dotyczące automatycznego kierowania połączeń,released,skill/competence,cross-sector,,"Interpretować informacje dotyczące systemu dystrybucji wywoławczej — urządzenia, które przekazuje przychodzące połączenia do określonych grup terminali.",http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909 | http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29,"ocena systemów, programów, urządzeń i produktów | interpretować bieżące dane"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758,RODO,released,knowledge,sector-specific,,"Ogólne rozporządzenie o ochronie danych jest rozporządzeniem UE w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych.
	",http://data.europa.eu/esco/skill/fbf53f87-9192-4a7f-b3c9-92a8c395c719 | http://data.europa.eu/esco/isced-f/0421,prawo UE | prawo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4789070-2ff7-4bbb-94ca-8bb1739826a9,oprogramowanie do authoringu,released,knowledge,cross-sector,,"Oprogramowanie zapewniające wstępnie zaprogramowane elementy, które umożliwiają tworzenie interaktywnych aplikacji multimedialnych w celu edycji, struktury i rozmieszczenia treści przeznaczonych do publikacji.",http://data.europa.eu/esco/isced-f/0611,obsługa i użytkowanie komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4ae4774-a81d-4255-8491-cade3580685a,Adobe Photoshop Lightroom,released,knowledge,sector-specific,,"Program komputerowy Adobe Photoshop Lightroom to graficzne narzędzie ICT, umożliwiające cyfrowe edytowanie i tworzenie grafik w celu generowania zarówno rastrów 2D, jak i grafiki wektorowej 2D. Jego twórcą jest firma programistyczna Adobe.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,obsługa i użytkowanie komputerów | edytory graficzne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d503a629-9ac7-475f-8fd9-4cdcc14711cd,korzystać z urządzeń ICT podczas prac konserwacyjnych,released,skill/competence,occupation-specific,,"Konserwować i naprawiać wyposażenie przy użyciu sprzętu informatycznego, takiego jak monitory, myszy komputerowe, klawiatury, urządzenia do przechowywania, drukarki lub skanery.",http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,rozwiązywanie problemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d52426a8-e84f-4652-a655-7a6195381fcd,identyfikować problemy związane z systemem informacji geograficznej,released,skill/competence,cross-sector,,"Uwypuklać problemy związane z systemem informacji geograficznej, które wymagają szczególnej uwagi. Regularne składać sprawozdania na temat tych kwestii i ich rozwoju.",http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,rozwiązywanie problemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5464c09-f8b7-44b1-b216-db2bdc80dc17,obsługiwać systemy zarządzania działalnością dealerską,released,skill/competence,sector-specific,,"Obsługiwać i utrzymywać system do zarządzania informacjami, który zaspokaja potrzeby związane z prowadzeniem działalności gospodarczej, sprzedażą, częściami, zapasami i administracyjnymi aspektami prowadzenia działalności.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,zarządzanie informacjami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d560df46-dda4-4407-bab2-b87353a96814,projektować systemy sterowania,released,skill/competence,cross-sector,,"Rozwijać urządzenia do sterowania i zarządzania zachowaniem się innych urządzeń i systemów, z zastosowaniem zasad inżynieryjnych i elektronicznych.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56358e4-3bcc-4b5d-981d-ea15b2743e9e,systemy kontroli jakości,released,knowledge,sector-specific,,"Zrozumienie i doświadczenie w zakresie systemów jakości rozwoju produktu lub narzędzi takich jak FMEA, DOE, PPAP i APQP.",http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae | http://data.europa.eu/esco/skill/4ff549c3-daa5-4def-9916-301c7bdf13b8 | http://data.europa.eu/esco/isced-f/0714,zarządzać jakością | systemy kontroli | elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (programowanie komputerowe),released,knowledge,sector-specific,,"Techniki i zasady programowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w Scratch.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,Zarządzanie procesowe,released,knowledge,sector-specific,,"Podejście do zarządzania oparte na procesach jest metodologią planowania, zarządzania i nadzorowania zasobów ICT w celu osiągnięcia określonych celów i przy użyciu narzędzi ICT do zarządzania projektami.",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,zarządzanie i administracja | metodologie zarządzania projektami ICT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4,funkcje inteligentnego miasta,released,knowledge,sector-specific,,"Wykorzystywanie technologii dużych zbiorów danych w kontekście inteligentnych miast do rozwoju nowatorskich ekosystemów oprogramowania, w których można tworzyć zaawansowane funkcje w zakresie mobilności.
   ",http://data.europa.eu/esco/isced-f/0619,"technologie informacyjno-komunikacyjne, gdzie indziej niesklasyfikowane"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d663e407-33c6-4397-b40e-dced5ebe20b5,chemia obliczeniowa,released,knowledge,sector-specific,obliczenia chemiczne,"Dziedzina chemii, której celem jest rozwiązywanie złożonych problemów chemicznych za pomocą symulacji komputerowych.
	",http://data.europa.eu/esco/isced-f/0531,chemia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d686f015-5568-4288-9135-74936cd7b655,modele biznesowe oparte na łańcuchach bloków,released,knowledge,sector-specific,modele dla biznesu opartego na blockchain,"Badanie różnych modeli biznesowych łańcuchów bloków, takich jak oprogramowanie oparte na łańcuchach bloków, platformy rozwoju łańcuchów bloków, model biznesowy oparty na ekonomii tokenu – tokenach użytkowych, model biznesowy łańcucha bloków P2P, a także model biznesowy łańcucha bloków jako usługi (BaaS).
	",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d68e8a54-7456-4f13-98d3-7aa0787fc6e2,obsługiwać kolator,released,skill/competence,sector-specific,,"Konfigurować i monitorować maszynę, która automatycznie sortuje poszczególne strony dokumentów.",http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,obsługa urządzeń do produkcji wydruków i zdjęć
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6b31d8d-2f47-425a-a2b2-a6dddb3d2b19,rodzaje cyfrowych odznak,released,knowledge,cross-sector,,"Rodzaje i cechy cyfrowych odznak, takich jak otwarte odznaki, w których przechowuje się informacje na temat osiągnięć i umiejętności osób uczących się, co ułatwia weryfikację takich informacji przez wiele zainteresowanych stron.
	",http://data.europa.eu/esco/isced-f/0188,interdyscyplinarne programy i kwalifikacje związane z kształceniem
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6c29154-9cc1-48a4-a2de-3d1d0d7f0831,strategia wydawnicza,released,knowledge,sector-specific,publikacja treści | publikacja treści w mediach wyjściowych | publikowanie treści | zasady publikacji | metody publikacji,"Metody, reguły, media i narzędzia publikowania treści z systemów zarządzania treścią w pojedynczych źródłach lub w różnych mediach.",http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32 | http://data.europa.eu/esco/isced-f/0211,procesy opracowywania treści | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6cdef49-b669-4507-91d1-3f959cf98e47,utrzymywać wydajność bazy danych,released,skill/competence,sector-specific,,"Obliczać wartości parametrów bazy danych. Wdrażać nowe wersje i wykonywać regularne zadania konserwacyjne, takie jak tworzenie kopii zapasowych strategii i eliminowanie fragmentacji indeksu.
   ",http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"zarządzać bazą danych | zarządzanie danymi cyfrowymi, ich gromadzenie i przechowywanie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6e3395b-5ab6-4fba-969a-3df634e904c5,ograniczenia sieci ICT wynikające ze specyfikacji przewodów,released,knowledge,sector-specific,limity okablowania sieci ICT | ograniczenia sieci ICT wynikające z właściwości przewodów | ograniczenia sieci teleinformatycznej wynikające ze specyfikacji okablowania,"Ograniczenia, takie jak ograniczenia odległości i rezystancja różnych rodzajów kabli, takich jak kabel światłowodowy, kabel koncentryczny i kabel Ethernet, wykorzystywanych do budowy sieci.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d70701ca-d3be-44cb-963e-8e7142555144,przenosić informacje medyczne,released,skill/competence,sector-specific,,Wyodrębniać informacje z notatek o pacjencie i wprowadzać je do programu komputerowego.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,myśleć krytycznie | wprowadzanie informacji i ich przetwarzanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d70cab7b-ad8c-4be8-84f0-c5f3f9501818,konserwować sprzęt do integracji multimediów,released,skill/competence,occupation-specific,,"Sprawdzać i naprawiać sprzęt do integracji multimediów oraz konserwować oprogramowanie.
   ",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"konserwacja urządzeń elektrycznych, elektronicznych i precyzyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d78dedfc-21d2-45fd-ba05-e56b7a8865e6,normy sieciowe,released,knowledge,sector-specific,protokoły sieciowe | wytyczne sieciowe | kody sieciowe,"Regulowane normy obejmujące wytyczne techniczne, specyfikacje i wymagania umożliwiające zapewnienie bezpiecznej i wydajnej interoperacyjności między urządzeniami, oprogramowaniem, sprzętem i organizacjami. Normy sieciowe mają zastosowanie do oprogramowania i sprzętu, przy używaniu których się z tych norm korzysta.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d7e4a9fa-cfc2-45f9-96eb-13dc6e48c86c,narzędzie do wideokonferencji,released,knowledge,sector-specific,oprogramowanie do wideokonferencji,"Oprogramowanie, które umożliwia wirtualne spotkania za pośrednictwem internetu z wielokierunkową transmisją strumieniową wideo i audio w czasie rzeczywistym.
	",http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d81b58ba-52e4-45fa-9f7c-f59b87fa6041,systemy automatyki domowej,released,knowledge,sector-specific,,"Montowane w inteligentnych budynkach mieszkalnych instalacje oświetleniowe, grzewcze, bezpieczeństwa itp., które można kontrolować zdalnie. Systemy automatyki domowej mają poprawić jakość życia w domach i budynkach, między innymi poprzez zwiększenie niezależności osób z niepełnosprawnościami i zapewnienie oszczędności energii.
   ",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,tworzenie treści cyfrowych,released,skill/competence,transversal,,"Tworzenie i redagowanie prostych elementów treści cyfrowych, w razie potrzeby z zastosowaniem wytycznych.
  ",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,pracować z urządzeniami i aplikacjami cyfrowymi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d83e8dbd-257b-4aa9-abb5-e65924eb1797,etyka udostępniania dzieł za pośrednictwem mediów społecznościowych,released,knowledge,sector-specific,zasady udostępniania pracy poprzez media społecznościowe | morale dzielenia się pracą za pośrednictwem mediów społecznościowych | wprowadzaj zmiany w miarę rozwoju pracy | ideały dzielenia się pracą za pośrednictwem mediów społecznościowych,"Zasady etyki związane z odpowiednim wykorzystaniem sieci społecznościowych i kanałów medialnych, za pośrednictwem których można udostępniać swoje dzieła.
	",http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c | http://data.europa.eu/esco/isced-f/0223,zarządzanie mediami społecznościowymi | filozofia i etyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d86595cb-0c68-4d98-aea8-32269da7eef5,obsługiwać skaner,released,skill/competence,sector-specific,,Instalować i obsługiwać urządzenie do prześwietlania oraz jego osprzęt i oprogramowanie.,http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf | http://data.europa.eu/esco/skill/84f73180-4a45-49f4-9140-cb49bbc29531,obsługa urządzeń do produkcji wydruków i zdjęć | konfigurować układy skanujące
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8726a5a-0614-4dc6-ad03-cf5e3b3caaa5,stosować terminologię ICT,released,skill/competence,sector-specific,zachowywać spójność nazewnictwa ICT | stosować słownictwo i terminologię ICT | wykorzystywać spójną terminologię | wykorzystywać terminologię ICT | stosować fachowe słownictwo z zakresu ICT | zachowywać spójność terminologii ICT,Systematycznie i spójnie stosować określoną terminologię i słownictwo ICT do celów dokumentacji i komunikacji.,http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,pisanie techniczne lub akademickie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d87fe0be-9055-4a76-a444-e98b5bfad9d8,Taleo,released,knowledge,sector-specific,,"Program komputerowy Taleo to platforma e-learningowa do tworzenia, administrowania, układania, raportowania i prowadzenia kursów edukacyjnych oraz programów szkoleniowych.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systemy zarządzania nauczaniem | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9,Android (mobilne systemy operacyjne),released,knowledge,sector-specific,,"Oprogramowanie systemowe Android obejmuje funkcje, ograniczenia, architekturę i inne cechy systemów operacyjnych zaprojektowanych do działania na urządzeniach mobilnych.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,tworzenie i analizowanie oprogramowania i aplikacji | mobilne systemy operacyjne
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d89b9a3f-19bf-4b9b-9664-ed35924eb399,gromadzić dane przy wykorzystaniu technologii GPS,released,skill/competence,cross-sector,,Gromadzić dane z wykorzystaniem urządzeń GPS.,http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872 | http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79 | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,obsługiwać systemy GPS | gromadzić dane | gromadzenie informacji ze źródeł fizycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8ee0b01-3d33-4a32-a07c-6a107400cac0,projektowanie wspomagane komputerowo do celów produkcji odzieży,released,knowledge,sector-specific,CAD do celów produkcji odzieży,"Oprogramowanie stosowane w projektowaniu wspomaganym komputerowo do produkcji odzieży, umożliwiające tworzenie rysunków 2- lub 3-wymiarowych.",http://data.europa.eu/esco/isced-f/0723,"tekstylia (ubrania, obuwie i wyroby skórzane)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d90bad2f-7fcc-4e85-a02f-ba4837732892,postprocessing zdjęć,released,knowledge,cross-sector,,Charakterystyka oprogramowania i technik stosowanych w obróbce fotografii.,http://data.europa.eu/esco/isced-f/0211,techniki audiowizualne i produkcja medialna
